Unit,Time,LPCOutletTemp,HPCOutletTemp,LPTOutletTemp,TotalHPCOutletPres,PhysFanSpeed,PhysCoreSpeed,StaticHPCOutletPres,FuelFlowRatio,CorrFanSpeed,CorrCoreSpeed,BypassRatio,BleedEnthalpy,HPTCoolantBleed,LPTCoolantBleed
68,5,642.494,1588.192,1404.892,553.72,2388.092,9061.27,47.438,521.658,2388.082,8141.64,8.43914,393.6,38.84,23.29926
68,6,642.55,1588.516,1405.306,553.74,2388.09,9060.61,47.438,521.67,2388.08,8143.006,8.43084,393.4,38.864,23.31164
68,7,642.462,1587.98,1406.184,553.648,2388.084,9059.87,47.424,521.604,2388.09,8143.36,8.43136,393.4,38.862,23.3011
68,8,642.502,1588.326,1403.682,553.794,2388.08,9059.498,47.382,521.662,2388.082,8144.38,8.43106,393,38.846,23.31656
68,9,642.586,1588.014,1404.394,553.706,2388.076,9059.652,47.392,521.662,2388.076,8143.842,8.4309,393.2,38.84,23.33384
68,10,642.478,1587.582,1405.732,553.69,2388.082,9061.354,47.424,521.574,2388.078,8143.388,8.42172,392.8,38.848,23.3337
68,11,642.55,1586.902,1406.19,553.824,2388.082,9060.948,47.432,521.612,2388.072,8142.728,8.429,392.6,38.858,23.32326
68,12,642.52,1588.3,1405.318,553.802,2388.086,9061.078,47.428,521.612,2388.066,8142.224,8.4303,392.6,38.88,23.3396
68,13,642.552,1588.916,1407.586,553.768,2388.08,9060.302,47.47,521.732,2388.062,8142.314,8.44308,392.8,38.91,23.36182
68,14,642.592,1587.044,1407.664,553.902,2388.082,9061.132,47.446,521.828,2388.06,8142.256,8.4437,392.6,38.932,23.34552
68,15,642.614,1587.996,1406.16,553.776,2388.086,9060.226,47.404,521.936,2388.07,8141.664,8.4498,392.8,38.886,23.34326
68,16,642.536,1587.958,1405.028,553.752,2388.088,9060.746,47.428,521.894,2388.07,8141.046,8.43572,392.8,38.856,23.35752
68,17,642.564,1587.61,1405.588,553.798,2388.092,9062.888,47.42,521.87,2388.068,8141.738,8.43046,393,38.846,23.37078
68,18,642.582,1586.68,1404.984,553.872,2388.084,9062.934,47.398,521.828,2388.074,8141.284,8.42598,392.8,38.856,23.3605
68,19,642.446,1587.978,1405.22,553.7,2388.078,9063.34,47.43,521.67,2388.064,8139.888,8.42702,393,38.85,23.3862
68,20,642.532,1587.278,1407.51,553.84,2388.066,9064.388,47.426,521.672,2388.06,8140.984,8.42322,393,38.9,23.35336
68,21,642.552,1588.884,1407.174,553.7,2388.064,9063.6,47.47,521.592,2388.058,8140.304,8.43408,393.2,38.946,23.36922
68,22,642.656,1587.164,1405.838,553.79,2388.052,9061.012,47.502,521.606,2388.056,8140.808,8.43846,393.2,38.886,23.35998
68,23,642.55,1588.914,1406.39,553.658,2388.072,9061.716,47.502,521.508,2388.068,8140.478,8.43064,393.2,38.882,23.34174
68,24,642.626,1590.376,1406.11,553.832,2388.07,9061.964,47.5,521.58,2388.07,8142.128,8.4224,392.8,38.826,23.32638
68,25,642.566,1590.796,1405.786,553.734,2388.068,9062.672,47.48,521.392,2388.076,8142.462,8.42048,392.8,38.862,23.35646
68,26,642.504,1589.782,1406.482,553.738,2388.076,9063.872,47.45,521.46,2388.068,8143.166,8.41782,392.6,38.828,23.32018
68,27,642.39,1590.266,1407.584,553.772,2388.082,9066.232,47.434,521.47,2388.072,8141.864,8.4129,392.2,38.886,23.31128
68,28,642.414,1589.212,1408.982,553.792,2388.068,9066.018,47.448,521.512,2388.058,8141.584,8.41404,392.2,38.888,23.35412
68,29,642.512,1588.772,1409.53,553.828,2388.068,9065.002,47.45,521.472,2388.046,8140.36,8.41644,392.2,38.912,23.35092
68,30,642.518,1588.658,1408.722,553.88,2388.066,9063.798,47.502,521.592,2388.042,8138.472,8.41794,392,38.88,23.32902
68,31,642.47,1588.734,1408.924,553.876,2388.062,9063.164,47.49,521.672,2388.038,8138.232,8.42198,392,38.88,23.33376
68,32,642.47,1589.286,1407.918,553.624,2388.06,9062.294,47.476,521.724,2388.036,8138.728,8.42124,392,38.874,23.3405
68,33,642.584,1588.59,1406.014,553.77,2388.06,9061.924,47.472,521.864,2388.032,8140.822,8.42656,392.2,38.864,23.33234
68,34,642.582,1589.124,1405.05,553.626,2388.072,9061.574,47.476,521.834,2388.054,8142.282,8.43382,392.2,38.868,23.36754
68,35,642.558,1588.384,1404.304,553.548,2388.076,9061.13,47.476,521.786,2388.052,8143.702,8.43988,392.6,38.892,23.3739
68,36,642.656,1589.08,1403.868,553.472,2388.078,9061.074,47.434,521.664,2388.064,8143.35,8.4389,392.8,38.914,23.3707
68,37,642.672,1588.758,1404.626,553.634,2388.076,9060.664,47.452,521.582,2388.072,8143.97,8.44166,392.8,38.932,23.36444
68,38,642.632,1589.7,1404.202,553.47,2388.074,9061.382,47.44,521.568,2388.088,8142.638,8.44644,392.8,38.906,23.3457
68,39,642.596,1588.828,1403.4,553.478,2388.068,9061.728,47.44,521.666,2388.074,8142.168,8.43964,393.4,38.936,23.3341
68,40,642.526,1588.782,1404.104,553.554,2388.07,9062.1,47.444,521.588,2388.076,8143.268,8.4345,393.2,38.874,23.34754
68,41,642.48,1588.082,1404.158,553.612,2388.074,9062.334,47.498,521.62,2388.076,8143.792,8.43388,392.8,38.896,23.34154
68,42,642.488,1588.256,1404.37,553.62,2388.076,9062.14,47.52,521.602,2388.07,8144.108,8.42698,392.4,38.906,23.33308
68,43,642.508,1587.356,1405.122,553.528,2388.086,9062.108,47.494,521.58,2388.064,8144.472,8.4247,392.2,38.898,23.35886
68,44,642.442,1587.778,1406.742,553.606,2388.088,9062.122,47.504,521.538,2388.088,8144.57,8.42612,391.8,38.87,23.32108
68,45,642.548,1587.596,1405.446,553.57,2388.086,9063.14,47.484,521.64,2388.09,8144.178,8.4247,391.8,38.874,23.30622
68,46,642.7,1586.296,1406.358,553.8,2388.082,9062.47,47.512,521.552,2388.094,8144.772,8.4247,392.2,38.842,23.30366
68,47,642.842,1587.144,1406.264,553.832,2388.082,9063.928,47.474,521.568,2388.082,8144.048,8.43596,392.8,38.832,23.32202
68,48,642.74,1589.632,1405.882,554.052,2388.074,9063.952,47.484,521.554,2388.07,8144.498,8.427,393,38.842,23.30182
68,49,642.72,1590.116,1405.262,554.04,2388.078,9064.122,47.434,521.52,2388.06,8144.242,8.43088,392.8,38.852,23.31234
68,50,642.7,1590.768,1406.626,554.202,2388.082,9063.276,47.446,521.688,2388.06,8144.218,8.437,392.4,38.888,23.32116
68,51,642.602,1590.726,1405.594,553.818,2388.076,9064.63,47.426,521.858,2388.056,8143.152,8.43812,392.6,38.916,23.34842
68,52,642.554,1590.438,1406.076,553.792,2388.078,9064.214,47.394,521.834,2388.076,8142.314,8.43552,392.6,38.882,23.335
68,53,642.64,1588.61,1406.884,553.794,2388.082,9065.614,47.414,521.828,2388.082,8142.566,8.44426,392.4,38.908,23.32942
68,54,642.714,1587.22,1406.778,553.814,2388.078,9066.248,47.446,521.712,2388.088,8143.534,8.4477,392.4,38.872,23.3395
68,55,642.66,1587.544,1406.204,553.662,2388.074,9065.316,47.43,521.546,2388.082,8143.258,8.4462,392.8,38.838,23.34618
68,56,642.562,1588.834,1405.984,553.892,2388.072,9064.27,47.41,521.476,2388.088,8144.038,8.44368,392.4,38.784,23.32038
68,57,642.424,1590.032,1405.92,553.79,2388.074,9064.332,47.44,521.498,2388.08,8145.428,8.43624,392.6,38.79,23.31324
68,58,642.326,1590.206,1405.16,553.728,2388.076,9061.858,47.446,521.42,2388.082,8145.42,8.43776,393,38.774,23.31486
68,59,642.334,1590.288,1406.138,553.626,2388.078,9062.176,47.458,521.564,2388.076,8145.528,8.43728,393,38.812,23.32108
