Unit,Time,LPCOutletTemp,HPCOutletTemp,LPTOutletTemp,TotalHPCOutletPres,PhysFanSpeed,PhysCoreSpeed,StaticHPCOutletPres,FuelFlowRatio,CorrFanSpeed,CorrCoreSpeed,BypassRatio,BleedEnthalpy,HPTCoolantBleed,LPTCoolantBleed
30,5,641.864,1583.756,1399.146,554.258,2388.012,9063.18,47.14,522.42,2387.976,8145.146,8.40194,392.2,39.144,23.42642
30,6,641.874,1582.814,1399.24,554.362,2387.996,9063.002,47.128,522.414,2387.98,8144.456,8.39668,392,39.118,23.4632
30,7,641.934,1581.498,1397.812,554.29,2388,9064.706,47.108,522.538,2387.99,8144.38,8.39994,392,39.07,23.44922
30,8,641.954,1580.572,1397.992,554.294,2387.99,9062.82,47.092,522.504,2387.982,8144.286,8.40116,391.8,39.068,23.44246
30,9,642.072,1582.65,1395.304,554.416,2387.994,9062.368,47.106,522.528,2387.986,8144.032,8.39486,391.8,39.06,23.45824
30,10,642.026,1583.826,1395.944,554.368,2387.988,9062.214,47.168,522.628,2387.982,8142.918,8.39228,391.4,39.03,23.47596
30,11,642.108,1583.014,1395.76,554.392,2388.002,9061.018,47.204,522.674,2387.982,8141.778,8.3939,391.6,39.056,23.47244
30,12,642.144,1585.308,1395.18,554.566,2387.99,9058.972,47.216,522.52,2387.97,8141.962,8.39538,391.4,39.048,23.45434
30,13,642.07,1586.344,1396.212,554.72,2387.992,9058.958,47.214,522.456,2387.974,8141.9,8.39262,391.6,39.038,23.4764
30,14,642.006,1584.836,1398.7,554.68,2387.982,9058.28,47.208,522.472,2387.968,8142.214,8.39696,391.8,39.09,23.44904
30,15,642.12,1583.946,1398.466,554.86,2387.986,9058.722,47.17,522.428,2387.974,8143.114,8.39222,392,39.126,23.44606
30,16,642.048,1586.246,1398.922,554.824,2387.99,9058.812,47.172,522.37,2387.98,8144.038,8.38446,391.8,39.1,23.4108
30,17,642.042,1584.878,1399.924,554.704,2387.992,9060.506,47.112,522.464,2387.982,8145.23,8.38398,392,39.104,23.4171
30,18,642.168,1583.23,1399.16,554.73,2387.996,9062.58,47.09,522.544,2387.98,8144.616,8.38792,391.8,39.108,23.40582
30,19,642.144,1584.192,1397.718,554.728,2387.988,9062.49,47.064,522.548,2387.99,8144.978,8.39466,391.8,39.078,23.4133
30,20,642.02,1585.414,1396.808,554.738,2387.988,9064.01,47.046,522.468,2387.992,8144.498,8.40428,391.8,39.068,23.41522
30,21,641.936,1582.902,1396.554,554.906,2387.988,9066.26,47.062,522.488,2387.994,8144.594,8.4117,391.8,39.072,23.4137
30,22,641.81,1581.534,1394.398,554.806,2387.99,9064.644,47.142,522.388,2388,8143.474,8.4004,391.6,39.074,23.40168
30,23,641.704,1582.918,1394.648,554.968,2387.994,9063.418,47.18,522.398,2387.99,8144.032,8.40116,391.4,39.058,23.39162
30,24,641.752,1581.924,1393.844,554.96,2387.996,9064.932,47.206,522.392,2387.99,8144.078,8.39896,391,39.056,23.39728
30,25,641.772,1582.866,1394.632,554.862,2388.004,9063.942,47.218,522.486,2387.99,8144.588,8.38898,390.8,39.028,23.40178
30,26,641.902,1583.45,1394.884,554.778,2388.004,9062.686,47.202,522.472,2387.992,8144.34,8.39398,390.8,38.994,23.41322
30,27,641.884,1584.152,1396.34,554.89,2387.996,9062.364,47.174,522.596,2387.99,8143.72,8.40084,390.6,38.98,23.45988
30,28,641.956,1583.488,1395.404,554.632,2388,9063.118,47.14,522.582,2387.996,8143.4,8.39696,390.8,38.986,23.47312
30,29,642.102,1582.668,1396.87,554.806,2388.018,9063.674,47.156,522.582,2388.004,8142.276,8.39568,391,38.972,23.46748
30,30,642.078,1580.802,1396.248,554.854,2388.006,9063.306,47.172,522.484,2388,8141.956,8.39796,391.2,39.022,23.45056
30,31,641.962,1580.538,1397.892,554.812,2388.002,9062.724,47.188,522.48,2387.992,8142.076,8.3919,391.4,39.044,23.42936
30,32,642.086,1579.736,1398.506,554.814,2388.01,9063.142,47.214,522.408,2387.986,8142.608,8.39216,391.4,39.068,23.41178
30,33,642.168,1579.94,1399.798,555.004,2388.006,9061.46,47.238,522.418,2387.992,8142.13,8.3893,391.4,39.058,23.40878
30,34,642.066,1580.898,1400.84,554.852,2387.994,9060.268,47.29,522.42,2387.992,8142.782,8.39218,391.2,39.068,23.39072
30,35,642.164,1581.736,1401.366,554.78,2387.986,9060.876,47.278,522.468,2387.994,8142.762,8.39762,391,39.052,23.41092
30,36,642.214,1583.542,1402.232,554.852,2387.982,9060.808,47.26,522.426,2388.004,8143.122,8.40472,390.6,39.07,23.43082
30,37,642.226,1584.348,1400.52,554.928,2387.978,9059.74,47.272,522.428,2388.008,8142.984,8.41144,391,39.064,23.42896
30,38,642.176,1586.512,1399.67,554.786,2387.97,9062.032,47.312,522.476,2388.02,8143.87,8.41056,391,39.106,23.41228
30,39,642.122,1584.498,1399.316,554.796,2387.972,9062.418,47.266,522.422,2388.016,8144.254,8.4047,391.2,39.112,23.40802
30,40,642.152,1582.784,1398.804,554.906,2387.982,9061.906,47.282,522.348,2388.014,8144.434,8.4054,391.6,39.05,23.39124
30,41,642.182,1581.592,1396.926,554.812,2387.99,9063.224,47.282,522.488,2388,8144.02,8.4012,391.8,39.072,23.3987
30,42,642.14,1581.772,1397.356,554.33,2387.994,9063.074,47.254,522.338,2388.008,8144.636,8.39642,391.6,39.068,23.42308
30,43,642.232,1580.53,1395.856,554.324,2388,9063.162,47.208,522.294,2387.992,8145.444,8.3969,391.4,39.04,23.43208
30,44,642.324,1582.256,1394.26,554.296,2388.004,9062.19,47.204,522.378,2387.982,8145.484,8.40044,391.6,39.02,23.45434
30,45,642.352,1583.446,1393.982,554.226,2388.01,9061.5,47.178,522.464,2387.996,8145.582,8.40018,391.4,39.056,23.47208
30,46,642.206,1582.982,1394.224,554.188,2388.008,9059.842,47.152,522.354,2388.006,8145.384,8.39588,391.6,39.016,23.46696
30,47,642.134,1583.008,1394.174,554.64,2387.998,9060.026,47.146,522.412,2387.998,8144.4,8.39146,391.6,39.012,23.4241
30,48,642.05,1582.806,1395.208,554.652,2388,9059.33,47.17,522.366,2388,8144.058,8.3888,391.6,39.006,23.40926
30,49,641.954,1583.01,1397.426,554.668,2387.994,9059.152,47.184,522.244,2387.99,8143.38,8.385,391.6,39.066,23.38944
30,50,641.966,1584.892,1395.73,554.764,2388,9058.8,47.224,522.248,2387.984,8144.524,8.38144,391.6,39.082,23.3613
30,51,641.978,1585.282,1395.152,554.704,2387.998,9060.342,47.252,522.264,2387.976,8145.394,8.38604,391.4,39.092,23.37524
30,52,642.068,1584.992,1395.338,554.598,2388.008,9061.824,47.248,522.368,2387.978,8145.558,8.39366,391.6,39.108,23.39968
30,53,642.176,1585.372,1395.824,554.758,2387.988,9061.018,47.242,522.408,2387.976,8144.594,8.39192,391.6,39.12,23.44232
30,54,642.25,1585.804,1396.664,554.796,2387.992,9062.09,47.246,522.468,2387.998,8145.85,8.39204,391.4,39.08,23.46158
30,55,642.196,1582.998,1397.798,554.694,2387.98,9064.124,47.226,522.608,2387.988,8145.044,8.38962,391,39.072,23.48276
30,56,642.278,1584.818,1398.672,554.798,2387.984,9062.75,47.232,522.53,2387.992,8144.908,8.3833,391,39.058,23.46154
30,57,642.292,1585.394,1398.268,554.712,2387.986,9062.634,47.242,522.536,2387.99,8145.648,8.38642,391,39.052,23.46688
30,58,642.184,1585.166,1398.246,554.47,2388,9062.978,47.166,522.546,2387.994,8146.97,8.3936,391.2,39.046,23.40964
30,59,642.216,1585.036,1396.718,554.428,2388.004,9062.692,47.142,522.462,2387.99,8145.452,8.40044,391.8,39.048,23.4064
30,60,642.132,1587.086,1396.312,554.454,2388.008,9062.088,47.116,522.37,2388.004,8145.104,8.40288,392,39.018,23.39896
30,61,642.172,1586.25,1394.882,554.416,2388.01,9062.522,47.114,522.358,2388.002,8144.296,8.4057,392.2,39.05,23.40182
30,62,642.182,1586.544,1396.332,554.434,2388.008,9062.814,47.108,522.408,2388.008,8144.698,8.39172,392.4,39.056,23.38604
30,63,642.252,1585.51,1395.996,554.408,2388.01,9064.154,47.164,522.29,2388.014,8144.04,8.39146,392,39.016,23.42322
30,64,642.18,1584.77,1394.708,554.416,2388.006,9063.082,47.17,522.364,2388.012,8145.792,8.38538,391.4,39.02,23.43222
30,65,642.258,1584.128,1395.744,554.328,2388.01,9063.332,47.208,522.334,2388.012,8146.874,8.3886,391.6,39.02,23.42988
30,66,642.206,1585.46,1396.976,554.438,2388.018,9063.892,47.202,522.474,2388.02,8147.432,8.39138,391.8,38.942,23.41914
30,67,642.126,1585.202,1395.842,554.588,2388.038,9062.858,47.25,522.528,2388.01,8146.928,8.39654,391.8,38.908,23.41438
30,68,642.106,1585.892,1395.648,554.67,2388.03,9063.102,47.292,522.528,2388.008,8147.602,8.38984,392,38.986,23.4265
30,69,642.242,1585.704,1397.76,554.642,2388.03,9065.222,47.252,522.574,2388.018,8146.026,8.39334,391.8,38.976,23.41064
30,70,642.194,1585.622,1398.068,554.75,2388.02,9065.642,47.276,522.65,2388.018,8145.416,8.3924,391.8,38.956,23.39906
30,71,642.108,1583.09,1397.88,554.578,2388.024,9063.576,47.294,522.506,2388.018,8145.194,8.38308,391.4,38.992,23.42758
30,72,642.226,1582.698,1399.174,554.446,2388.004,9066.182,47.276,522.46,2388.024,8144.628,8.38982,391.2,39.022,23.4203
30,73,642.186,1582.838,1400.56,554.422,2388.008,9063.086,47.27,522.63,2388.014,8143.37,8.3908,391.6,38.984,23.39822
30,74,642.124,1583.108,1401.328,554.422,2388.014,9061.382,47.246,522.65,2388.006,8144.224,8.39062,392,38.974,23.39084
30,75,642.216,1582.238,1401.642,554.354,2388.024,9059.638,47.196,522.39,2387.994,8144.754,8.38866,392,39.022,23.40442
30,76,642.344,1582.91,1402.898,554.392,2388.01,9060.026,47.19,522.36,2387.998,8144.292,8.38908,391.8,39.052,23.38998
30,77,642.352,1583.28,1402.178,554.414,2388.01,9058.01,47.154,522.322,2387.998,8144.51,8.39158,391.8,39,23.39962
30,78,642.26,1582.88,1401.528,554.394,2388.02,9061.336,47.124,522.132,2388.004,8144.95,8.3968,391.4,39.002,23.37802
30,79,642.196,1584.55,1400.326,554.38,2388.01,9062.278,47.188,521.938,2388.006,8144.32,8.3942,391.4,38.984,23.38836
30,80,642.064,1584.354,1400.108,554.41,2388.006,9062.858,47.218,522.076,2388.008,8143.446,8.39866,391.6,39.008,23.37612
30,81,642.056,1585.052,1398.708,554.47,2388.028,9063.25,47.198,522.058,2388,8143.692,8.41372,392.2,38.974,23.35644
30,82,642.006,1584.834,1398.148,554.342,2388.024,9063.784,47.202,521.99,2388.006,8143.148,8.41118,392,38.976,23.3474
30,83,642.086,1584.826,1397.534,554.31,2388.018,9061.548,47.24,522.086,2388.002,8143.642,8.4141,392,38.98,23.34718
30,84,642.046,1583.726,1397.342,554.354,2388.02,9061.104,47.22,522.076,2388.004,8143.924,8.41762,392,39.014,23.34086
30,85,642.142,1584.342,1397.34,554.336,2388.022,9060.264,47.212,522.03,2388.002,8144.618,8.41914,391.6,38.978,23.35694
30,86,642.194,1583.89,1397.49,554.374,2388.012,9061.358,47.262,522.146,2387.996,8145.072,8.4073,391.2,39.002,23.36998
30,87,642.158,1584.934,1395.886,554.418,2388.022,9061.566,47.266,522.212,2387.988,8145.884,8.4015,391.4,39.006,23.37598
30,88,642.182,1583.976,1395.712,554.598,2388.02,9061.226,47.24,522.26,2387.982,8145.234,8.39366,391.8,39.028,23.39456
30,89,642.23,1582.612,1395.368,554.446,2388.014,9061.746,47.278,522.366,2387.98,8144.62,8.39622,391.6,38.994,23.41396
30,90,642.214,1584.568,1395.934,554.34,2388.02,9063.134,47.272,522.5,2387.99,8143.334,8.39606,391.6,39,23.41834
30,91,642.18,1584.91,1396.376,554.23,2388.018,9062.858,47.242,522.506,2387.998,8143.42,8.4015,391.8,39.002,23.41418
30,92,642.258,1584.124,1400.516,554.314,2388.004,9062.46,47.252,522.386,2388,8142.544,8.40568,391.8,38.978,23.434
30,93,642.152,1584.69,1400.712,554.088,2387.996,9063.92,47.274,522.366,2388.02,8143.102,8.40944,391.8,38.944,23.43644
30,94,642.234,1585.51,1400.766,554.17,2388.01,9063.826,47.25,522.332,2388.026,8142.856,8.4089,392.2,38.972,23.43148
30,95,642.18,1582.632,1398.74,554.132,2388.014,9062.452,47.274,522.19,2388.018,8142.992,8.3966,392.2,38.948,23.42728
30,96,642.142,1582.716,1399.076,554.13,2388.006,9061.38,47.292,522.142,2388.022,8142.634,8.39886,392,38.932,23.43576
30,97,642.134,1582.41,1397.182,554.044,2388.02,9061.024,47.304,522.122,2388.02,8143.042,8.40158,392.2,38.954,23.41566
30,98,642.324,1584.536,1398.708,554.124,2388.032,9058.926,47.292,522.022,2388.014,8142.262,8.40642,392,38.948,23.4186
30,99,642.32,1586.764,1398.038,554.088,2388.042,9058.932,47.298,521.968,2388.004,8143.322,8.40934,392,38.954,23.39036
30,100,642.382,1588.48,1400.142,554.058,2388.03,9058.736,47.31,521.936,2388.01,8143.784,8.41626,392,38.97,23.3848
30,101,642.328,1587.58,1400.68,553.956,2388.034,9059.926,47.302,521.956,2388,8142.512,8.41348,392.2,38.974,23.37292
30,102,642.368,1588.364,1401.334,553.996,2388.028,9059.264,47.286,522.124,2388.01,8142.542,8.40608,391.8,39.028,23.36032
30,103,642.244,1586.502,1400.246,553.99,2388.034,9060.288,47.292,522.184,2388.024,8142.348,8.40286,391.8,39.01,23.33512
30,104,642.246,1584.608,1401.338,553.996,2388.032,9059.904,47.272,522.208,2388.024,8141.688,8.39158,391.6,38.976,23.33304
30,105,642.17,1584.4,1402.374,554.094,2388.034,9062.002,47.27,522.324,2388.02,8142.222,8.38832,391.8,38.968,23.33166
30,106,642.296,1585.58,1401.998,554.172,2388.03,9061.726,47.306,522.194,2388.036,8142.772,8.38928,392,38.948,23.31208
30,107,642.162,1586.268,1402.084,554.096,2388.038,9061.54,47.316,522.05,2388.04,8142.956,8.38844,392.4,38.894,23.3224
