Unit,Time,LPCOutletTemp,HPCOutletTemp,LPTOutletTemp,TotalHPCOutletPres,PhysFanSpeed,PhysCoreSpeed,StaticHPCOutletPres,FuelFlowRatio,CorrFanSpeed,CorrCoreSpeed,BypassRatio,BleedEnthalpy,HPTCoolantBleed,LPTCoolantBleed
21,5,642.338,1587.686,1406.998,553.266,2388.06,9047.856,47.408,521.608,2388.082,8126.13,8.42536,393,38.856,23.32282
21,6,642.364,1589.54,1405.074,553.342,2388.058,9048.046,47.412,521.596,2388.066,8126.574,8.42464,392.2,38.866,23.35082
21,7,642.4,1591.872,1403.72,553.34,2388.068,9048.462,47.426,521.618,2388.076,8129.468,8.43604,392.2,38.892,23.37554
21,8,642.394,1591.06,1403.504,553.394,2388.078,9048.978,47.42,521.758,2388.064,8130.334,8.43332,392.2,38.936,23.38346
21,9,642.276,1591.696,1402.138,553.334,2388.088,9048.496,47.426,521.804,2388.068,8130.564,8.4448,391.8,38.942,23.35112
21,10,642.284,1588.936,1402.766,553.242,2388.094,9048.038,47.38,521.732,2388.066,8130.108,8.43402,391.6,38.928,23.35788
21,11,642.312,1587.646,1403.26,553.326,2388.106,9046.87,47.366,521.826,2388.094,8129.592,8.43984,391.8,38.9,23.34106
21,12,642.226,1587.056,1403.412,553.394,2388.104,9045.204,47.406,521.928,2388.088,8129.166,8.43726,391.8,38.914,23.34456
21,13,642.236,1587.378,1402.918,553.344,2388.08,9043.836,47.43,521.944,2388.102,8129.026,8.4419,391.8,38.91,23.34554
21,14,642.406,1587.124,1404.044,553.48,2388.082,9041.73,47.44,521.99,2388.098,8128.806,8.4369,391.8,38.89,23.3701
21,15,642.482,1588.044,1403.174,553.658,2388.088,9041.994,47.48,522.01,2388.104,8129.09,8.44076,392,38.906,23.3848
21,16,642.486,1589.232,1403.084,553.518,2388.072,9042.088,47.502,521.872,2388.102,8128.366,8.44402,392.4,38.936,23.3771
21,17,642.566,1587.428,1403.786,553.7,2388.072,9044.226,47.5,521.738,2388.108,8127.274,8.43484,392.4,38.892,23.37552
21,18,642.634,1587.758,1403.656,553.838,2388.09,9044.124,47.496,521.616,2388.096,8127.172,8.42504,392.4,38.898,23.3686
21,19,642.472,1587.492,1403.108,553.928,2388.088,9044.668,47.472,521.542,2388.1,8126.4,8.42392,392.8,38.908,23.36402
21,20,642.376,1587.172,1404.338,554.032,2388.098,9044.2,47.416,521.688,2388.094,8125.684,8.42478,392.6,38.896,23.37106
21,21,642.508,1585.92,1404.156,553.996,2388.114,9045.658,47.398,521.73,2388.086,8126.476,8.41888,392.4,38.882,23.36452
21,22,642.444,1587.264,1404.276,553.888,2388.126,9044.024,47.328,521.834,2388.078,8126.93,8.42646,392,38.898,23.36708
21,23,642.366,1587.94,1405.492,553.848,2388.118,9044.394,47.31,521.828,2388.084,8126.704,8.4282,392,38.894,23.35144
21,24,642.43,1587.962,1406.202,553.694,2388.13,9044.514,47.328,521.796,2388.088,8128.214,8.43064,392,38.836,23.3519
21,25,642.568,1587.388,1407.08,553.692,2388.124,9044.244,47.406,521.64,2388.088,8128.152,8.4279,392.2,38.85,23.3133
21,26,642.458,1586.536,1407.744,553.72,2388.112,9044.122,47.442,521.622,2388.098,8127.732,8.42362,392.2,38.816,23.31006
21,27,642.496,1586.392,1407.44,553.52,2388.094,9046.042,47.478,521.672,2388.11,8127.414,8.42286,392.8,38.836,23.31508
21,28,642.498,1584.642,1406.994,553.454,2388.102,9046.976,47.46,521.786,2388.11,8127.14,8.4173,393,38.848,23.32948
21,29,642.59,1584.158,1405.984,553.51,2388.088,9047.864,47.452,521.752,2388.098,8126.014,8.41348,392.8,38.88,23.30566
21,30,642.59,1584.844,1405.07,553.566,2388.086,9047.984,47.386,521.828,2388.094,8127.074,8.41146,392.6,38.872,23.32162
21,31,642.59,1586.618,1404.444,553.532,2388.094,9048.746,47.368,521.848,2388.094,8127.738,8.4178,392.6,38.882,23.33952
21,32,642.596,1587.038,1406.004,553.788,2388.11,9046.456,47.368,521.818,2388.094,8125.88,8.41192,392.4,38.874,23.3044
21,33,642.522,1586.678,1405.954,553.922,2388.102,9046.798,47.374,521.738,2388.092,8126.292,8.40916,392.4,38.808,23.30356
