Unit,Time,LPCOutletTemp,HPCOutletTemp,LPTOutletTemp,TotalHPCOutletPres,PhysFanSpeed,PhysCoreSpeed,StaticHPCOutletPres,FuelFlowRatio,CorrFanSpeed,CorrCoreSpeed,BypassRatio,BleedEnthalpy,HPTCoolantBleed,LPTCoolantBleed
65,5,642.15,1583.254,1401.502,554.254,2388,9062.152,47.14,522.524,2388.002,8145.168,8.40606,392.2,39.064,23.43226
65,6,642.094,1582.56,1401.622,554.164,2388.006,9062.424,47.158,522.598,2387.986,8145.264,8.4094,392.2,39.042,23.43754
65,7,642.222,1583.788,1399.942,554.266,2388.012,9061.286,47.212,522.544,2387.994,8144.306,8.4088,392.4,39.038,23.40916
65,8,642.24,1584.932,1399.562,554.334,2388.012,9061.236,47.208,522.582,2387.98,8143.784,8.40548,392.6,38.966,23.4105
65,9,642.22,1584.582,1398.956,554.514,2388.01,9062.154,47.202,522.478,2387.984,8142.556,8.40282,392.6,38.954,23.4122
65,10,642.268,1584.296,1399.13,554.582,2388.006,9061.658,47.23,522.486,2388.004,8142.93,8.4046,392,38.912,23.36244
65,11,642.33,1583.434,1398.958,554.588,2388.016,9063.42,47.24,522.516,2388.01,8143.388,8.39614,392.2,38.922,23.34546
65,12,642.376,1582.482,1399.28,554.57,2388.008,9062.606,47.19,522.468,2388.002,8144.858,8.4001,392.2,38.962,23.36362
65,13,642.36,1582.716,1397.652,554.436,2388.014,9064.56,47.21,522.404,2388.012,8145.346,8.3991,391.6,38.996,23.35956
65,14,642.224,1583.51,1397.932,554.35,2388.014,9062.596,47.25,522.368,2388.016,8145.602,8.4028,392,39.012,23.35216
65,15,642.174,1582.246,1396.626,554.272,2388.008,9061.514,47.254,522.328,2388.01,8145.9,8.4082,392,39.066,23.36144
65,16,642.232,1583.222,1396.684,554.35,2388.008,9060.614,47.27,522.304,2388.014,8145.158,8.40198,391.8,39.026,23.38174
65,17,642.136,1583.67,1399.23,554.348,2388.008,9062.624,47.242,522.374,2388.03,8145.554,8.39884,391.6,39.014,23.37168
65,18,642.256,1584.186,1399.97,554.552,2388.002,9062.508,47.224,522.274,2388.022,8144.972,8.40242,391.8,39.03,23.36936
65,19,642.274,1583.144,1399.062,554.642,2387.988,9064.154,47.198,522.324,2388.022,8143.734,8.3943,391.2,39.058,23.37912
65,20,642.164,1583.452,1399.708,554.584,2387.998,9062.608,47.154,522.418,2388.008,8142.598,8.39734,391.2,39.032,23.39246
65,21,642.072,1583.088,1398.952,554.568,2388.01,9062.894,47.15,522.324,2388.01,8144.58,8.40874,391.4,39.06,23.41208
65,22,642.066,1583.016,1396.922,554.58,2388.02,9061.608,47.19,522.196,2388.008,8144.866,8.40982,391.6,39.038,23.42032
65,23,641.968,1583.078,1397.256,554.3,2388.032,9060.132,47.256,522.27,2388.012,8146.436,8.41066,392.2,39.022,23.41516
65,24,642.088,1583.364,1399.162,554.226,2388.042,9057.12,47.268,522.256,2388.02,8147.302,8.41528,392.2,39.004,23.42698
65,25,642.188,1583.952,1398.754,554.316,2388.036,9058.68,47.28,522.146,2388.026,8148.096,8.4101,392.2,39.018,23.45048
65,26,642.128,1583.564,1398.948,554.15,2388.018,9059.03,47.266,522.212,2388.022,8145.838,8.39832,391.8,39.018,23.42706
65,27,642.18,1583.22,1399.116,554.136,2388.02,9059.604,47.248,522.172,2388.026,8144.278,8.39356,391.6,39.018,23.43532
65,28,642.22,1582.996,1398.548,554.312,2388.016,9060.242,47.21,522.166,2388.028,8143.026,8.3883,391.2,38.98,23.44534
65,29,642.16,1583.866,1396.608,554.448,2388.012,9063.078,47.224,522.138,2388.014,8143.21,8.39224,391.2,39.002,23.44078
65,30,642.128,1585.08,1398.162,554.352,2388.014,9063.206,47.25,522.12,2388.022,8141.628,8.38972,391.2,39.03,23.43166
65,31,642.272,1586.906,1398.688,554.484,2388.02,9062.068,47.26,522.13,2388.028,8143.136,8.39582,391.2,39.018,23.43266
65,32,642.204,1587.352,1398.468,554.308,2388.01,9061.512,47.256,522.178,2388.02,8144.108,8.39448,391.8,38.992,23.41756
65,33,642.122,1586.944,1399.548,554.222,2388.006,9061.018,47.284,522.154,2388.014,8143.308,8.39596,391.4,38.994,23.43488
65,34,642.164,1585.534,1400.254,554.156,2388.014,9060.52,47.29,522.116,2388.03,8142.724,8.38616,391.4,38.944,23.42766
65,35,642.188,1585.384,1398.686,554.422,2388.016,9061.38,47.314,522.166,2388.018,8143.986,8.38478,391.6,38.934,23.41504
65,36,642.164,1584.928,1397.694,554.214,2388.016,9062.41,47.336,522.076,2388.016,8142.562,8.38088,391.8,38.944,23.41548
65,37,642.166,1584.308,1396.438,554.33,2388.018,9062.528,47.35,522.16,2388.01,8142,8.3857,391.2,38.966,23.414
65,38,642.216,1584.418,1395.026,554.124,2388.018,9062.124,47.346,522.004,2388.01,8142.662,8.39202,391.6,38.968,23.3769
65,39,642.164,1586.126,1394.264,554.136,2388.004,9060.808,47.316,522.072,2388.002,8142.392,8.40264,392,39.018,23.3867
65,40,642.18,1584.998,1394.334,553.84,2387.998,9059.756,47.276,522.162,2388.006,8141.532,8.40916,391.6,38.992,23.40424
65,41,642.16,1585,1396.23,554.01,2388.002,9057.6,47.23,522.28,2388.004,8141.386,8.41862,391.6,39.036,23.39182
65,42,642.25,1584.944,1397.164,553.824,2388.016,9057.066,47.256,522.134,2388.014,8139.566,8.41326,391.8,39.04,23.41022
65,43,642.234,1585.166,1399.086,554.038,2388.02,9058.038,47.258,522.294,2388.026,8139.048,8.41378,392.2,39.08,23.39716
65,44,642.202,1583.386,1399.806,554.06,2388.018,9059.55,47.25,522.234,2388.02,8140.096,8.40888,391.8,39.032,23.39454
65,45,642.212,1584.58,1401.502,554.25,2388.02,9059.54,47.208,522.236,2388.026,8140.778,8.40424,392,39.048,23.37808
65,46,642.248,1585.054,1400.93,554.222,2388.02,9060.06,47.228,522.17,2388.028,8142.106,8.40176,392,39,23.38028
65,47,642.124,1584.434,1400.802,554.574,2387.998,9059.198,47.2,522.208,2388.024,8143.928,8.41058,391.8,38.97,23.3778
65,48,642.262,1583.744,1400.912,554.618,2388,9059.044,47.208,522.17,2388.016,8144.264,8.40444,391.4,38.96,23.40614
65,49,642.338,1585.712,1401.55,554.54,2388.022,9059.212,47.174,522.288,2388.022,8144.254,8.4057,391.6,39.004,23.39116
65,50,642.322,1586.11,1399.818,554.506,2388.014,9058.516,47.218,522.124,2388.018,8144.106,8.4046,391.6,39,23.38294
65,51,642.232,1584.408,1399.836,554.59,2388.01,9059.482,47.214,522.08,2388.016,8143.232,8.40484,391.6,39.012,23.3804
65,52,642.248,1587.692,1399.48,554.366,2388.02,9059.752,47.25,522.136,2388.008,8143.018,8.40674,391.4,39.062,23.38184
65,53,642.11,1588.186,1398.626,554.37,2388.014,9057.864,47.256,522.214,2388.02,8143.43,8.40528,391.2,39.034,23.36424
65,54,642.108,1586,1398.414,554.182,2388.01,9057.604,47.304,522.158,2388.018,8143.144,8.40518,391,38.982,23.37074
65,55,642.136,1585.2,1400.366,554.184,2388.022,9060.496,47.302,522.248,2388.022,8143.026,8.4163,391.2,38.972,23.38766
65,56,642.252,1586.046,1398.454,554.126,2388.018,9060.762,47.284,522.408,2388.018,8144.314,8.41638,391.4,38.96,23.38012
65,57,642.424,1585.002,1400.024,554.368,2388.026,9059.69,47.248,522.374,2388.026,8143.62,8.4176,392,38.93,23.34654
65,58,642.44,1585.684,1400.248,554.42,2388.036,9061.946,47.242,522.274,2388.014,8143.98,8.41422,392,38.964,23.36316
65,59,642.464,1587.296,1399.598,554.618,2388.034,9059.944,47.25,522.158,2388.016,8143.464,8.41948,392,39.03,23.36854
65,60,642.516,1587.11,1399.274,554.522,2388.026,9056.796,47.262,522.05,2388.012,8143.408,8.4155,392,39.034,23.3654
65,61,642.374,1585.868,1400.78,554.516,2388.038,9055.362,47.264,521.93,2388.024,8141.866,8.41208,392.2,39.05,23.37978
65,62,642.216,1585.972,1401.808,554.344,2388.034,9057.628,47.26,521.96,2388.026,8142.472,8.40388,392,39.012,23.41788
65,63,642.204,1584.488,1400.854,554.218,2388.03,9057.168,47.26,522.04,2388.034,8140.596,8.4091,392.2,39.04,23.40696
65,64,642.204,1583.476,1402.32,554.17,2388.024,9059.456,47.244,522.108,2388.038,8140.96,8.39374,392.6,39.026,23.39546
65,65,642.156,1583.044,1400.386,554.198,2388.038,9060.004,47.204,522.118,2388.04,8140.89,8.39048,392.8,38.992,23.39226
65,66,642.262,1585.152,1401.484,554.15,2388.04,9060.644,47.216,522.126,2388.03,8141.486,8.39506,392.6,38.938,23.37898
65,67,642.266,1585.848,1400.474,554.122,2388.032,9059.69,47.228,522.16,2388.026,8141.11,8.3971,393,38.952,23.38016
65,68,642.24,1588.354,1401.408,554.284,2388.034,9058.186,47.224,522.142,2388.012,8142.67,8.39342,393,38.908,23.37556
65,69,642.11,1588.014,1399.806,554.148,2388.05,9057.506,47.206,522.268,2388.02,8143.92,8.4077,392.8,38.894,23.37338
65,70,642.068,1589.126,1401.424,554.18,2388.044,9058.172,47.248,522.302,2388.018,8144.698,8.40712,392.6,38.918,23.3635
65,71,641.994,1589,1402.154,554.074,2388.038,9058.982,47.274,522.326,2388.036,8144.274,8.41054,392.4,38.932,23.35036
65,72,641.996,1587.07,1402.098,553.948,2388.052,9059.26,47.254,522.24,2388.054,8143.9,8.41162,391.8,38.946,23.31742
65,73,641.972,1585.91,1401.956,553.84,2388.056,9061.224,47.268,522.228,2388.062,8142.48,8.41002,391.6,38.974,23.3321
65,74,642.07,1586.968,1402.078,553.988,2388.054,9061.432,47.306,522.07,2388.062,8141.216,8.40694,391.4,38.946,23.3277
65,75,642.126,1585.328,1401.312,553.886,2388.056,9061.446,47.324,522.004,2388.056,8140.576,8.41496,391.6,38.972,23.32386
65,76,642.226,1584.266,1400.716,554.088,2388.052,9059.81,47.296,522.004,2388.04,8141.226,8.40728,391.8,39.008,23.31434
65,77,642.304,1583.516,1401.71,554.116,2388.044,9061.204,47.304,521.952,2388.018,8141.858,8.40382,392.2,38.998,23.32252
65,78,642.308,1583.642,1400.556,554.044,2388.042,9059.628,47.294,521.946,2388.024,8141.566,8.41048,392.8,38.968,23.30864
65,79,642.36,1583.776,1402.226,553.978,2388.04,9058.492,47.326,521.96,2388.018,8141.098,8.4131,392.8,38.976,23.32386
65,80,642.294,1585.468,1402.25,554.182,2388.042,9057.454,47.32,521.928,2388.028,8140.532,8.40094,392.8,38.93,23.34592
65,81,642.206,1586.29,1401.146,554.046,2388.05,9058.878,47.344,521.898,2388.034,8139.31,8.40652,392.6,38.894,23.37982
65,82,642.306,1588.094,1399.384,554.004,2388.056,9057.98,47.364,521.882,2388.05,8139.334,8.41188,392.6,38.868,23.39676
65,83,642.402,1587.356,1399.606,553.962,2388.062,9058.068,47.36,521.898,2388.044,8139.47,8.41688,392.4,38.844,23.40906
65,84,642.344,1587.294,1399.118,553.93,2388.066,9058.146,47.348,521.894,2388.024,8139.324,8.40796,392.6,38.852,23.41272
65,85,642.458,1586.1,1399.976,553.734,2388.068,9057.706,47.314,521.914,2388.022,8139.93,8.41542,392.2,38.856,23.3994
65,86,642.504,1586.53,1401.494,553.774,2388.062,9057.648,47.312,521.842,2388.014,8139.612,8.40476,392.2,38.866,23.37192
65,87,642.372,1586.426,1401.884,553.882,2388.076,9058.62,47.318,521.896,2388.006,8138.87,8.40966,392,38.902,23.34836
65,88,642.332,1585.328,1402.582,553.91,2388.066,9060.224,47.328,521.906,2388.014,8140.688,8.40594,392.2,38.916,23.31762
65,89,642.392,1585.536,1403.592,554.06,2388.062,9060.636,47.296,521.826,2388.026,8140.254,8.41448,392,38.906,23.30708
65,90,642.312,1585.65,1402.33,554.088,2388.072,9061.708,47.344,521.934,2388.024,8140.106,8.41186,392.4,38.948,23.3053
65,91,642.32,1584.608,1400.958,554.03,2388.078,9061.396,47.376,522.096,2388.022,8141.22,8.42382,392.4,38.962,23.32552
65,92,642.38,1584.754,1402.096,554.106,2388.066,9060.466,47.382,522.162,2388.034,8140.676,8.42304,392.6,38.904,23.33176
65,93,642.41,1588.522,1402.192,554.14,2388.066,9058.976,47.362,522.156,2388.034,8138.764,8.4213,392.4,38.89,23.35726
65,94,642.39,1587.984,1401.352,554.072,2388.072,9059.562,47.398,522.172,2388.042,8138.908,8.4198,392.6,38.894,23.3669
65,95,642.484,1588.608,1402.502,554.102,2388.066,9058.692,47.354,522.096,2388.056,8138.396,8.4265,392.8,38.858,23.36902
65,96,642.514,1589.378,1401.088,554.174,2388.07,9057.998,47.342,522.016,2388.064,8139.466,8.42802,393,38.878,23.36572
65,97,642.456,1589.556,1401.176,554.078,2388.082,9056.732,47.33,522.022,2388.074,8140.426,8.42686,393,38.938,23.36738
65,98,642.486,1586.45,1403.45,553.894,2388.078,9055.838,47.346,521.898,2388.078,8140.558,8.43168,392.6,38.968,23.35542
65,99,642.602,1587.644,1403.564,553.88,2388.078,9055.94,47.392,521.92,2388.078,8139.448,8.43356,392.8,38.914,23.35086
65,100,642.55,1587.446,1403.622,553.812,2388.07,9056.758,47.462,521.888,2388.084,8138.952,8.42134,392.4,38.912,23.34654
65,101,642.654,1586.638,1406.998,553.688,2388.072,9056.17,47.438,521.75,2388.088,8135.674,8.4162,392,38.904,23.34028
65,102,642.684,1586.27,1407.286,553.67,2388.068,9058.008,47.468,521.504,2388.09,8134.21,8.41132,392.2,38.918,23.32994
65,103,642.63,1587.278,1405.506,553.662,2388.078,9057.996,47.506,521.536,2388.094,8134.276,8.40806,392.4,38.942,23.3236
65,104,642.508,1587.286,1406.822,553.592,2388.078,9056.25,47.444,521.52,2388.106,8134.902,8.40536,392.2,38.986,23.31116
65,105,642.506,1588.334,1406.994,553.524,2388.096,9054.79,47.4,521.534,2388.102,8134.816,8.41846,392.2,39.002,23.3104
65,106,642.452,1589.126,1407.508,553.554,2388.098,9057.142,47.44,521.576,2388.122,8135.564,8.41718,392.6,38.998,23.27478
65,107,642.488,1589.43,1408.814,553.524,2388.094,9056.156,47.436,521.662,2388.12,8136.266,8.42374,392.2,38.926,23.27462
65,108,642.478,1589.804,1410.06,553.624,2388.098,9057.27,47.444,521.516,2388.116,8135.916,8.42532,392.6,38.876,23.2793
65,109,642.502,1590.572,1409.08,553.468,2388.1,9056.588,47.488,521.408,2388.116,8135.742,8.43484,393.2,38.886,23.25034
65,110,642.612,1590.162,1408.94,553.506,2388.094,9055.966,47.528,521.39,2388.114,8135.4,8.42532,393.4,38.842,23.24028
65,111,642.566,1590.134,1408.556,553.456,2388.098,9054.732,47.502,521.276,2388.102,8135.422,8.42616,393.6,38.834,23.2947
65,112,642.672,1589.682,1408.756,553.348,2388.098,9053.582,47.5,521.374,2388.088,8135.692,8.42382,393.6,38.872,23.29712
65,113,642.706,1590.706,1410.052,553.356,2388.096,9052.98,47.512,521.472,2388.098,8134.566,8.42732,393.4,38.864,23.27988
65,114,642.706,1589.536,1411.4,553.478,2388.1,9052.598,47.484,521.51,2388.104,8134.514,8.42488,392.8,38.848,23.2827
65,115,642.636,1590.75,1410.96,553.318,2388.106,9053.652,47.504,521.472,2388.102,8134.836,8.43892,393,38.85,23.29028
65,116,642.75,1591.428,1410.97,553.382,2388.096,9054.022,47.538,521.486,2388.108,8134.426,8.44288,392.8,38.796,23.25664
65,117,642.608,1592.792,1408.9,553.25,2388.106,9052.274,47.55,521.334,2388.124,8134.266,8.4473,393,38.8,23.27334
65,118,642.752,1592.068,1407.52,553.072,2388.116,9051.578,47.536,521.182,2388.126,8133.308,8.44744,393.2,38.796,23.29412
65,119,642.784,1592.966,1406.682,552.984,2388.12,9054.506,47.558,521.152,2388.122,8132.672,8.44086,393.2,38.752,23.325
65,120,642.864,1593.258,1409.836,553.168,2388.124,9052.984,47.54,521.084,2388.122,8133.012,8.43992,392.8,38.764,23.32482
